pattern_file,status,generated_file
S_155.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_155.json
S_154.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_154.json
S_156.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_156.json
S_159.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_159.json
S_157.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_157.json
S_158.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_158.json
S_160.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_160.json
S_161.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_161.json
S_162.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_162.json
S_163.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_163.json
S_165.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_165.json
S_164.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_164.json
S_167.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_167.json
S_166.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_166.json
S_168.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_168.json
S_169.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_169.json
S_170.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_170.json
S_171.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_171.json
S_173.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_173.json
S_176.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_176.json
S_175.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_175.json
S_174.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_174.json
S_172.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_172.json
S_178.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_178.json
S_179.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_179.json
S_177.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_177.json
S_180.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_180.json
S_181.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_181.json
S_182.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_182.json
S_183.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_183.json
S_184.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_184.json
S_185.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_185.json
S_187.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_187.json
S_190.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_190.json
S_188.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_188.json
S_189.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_189.json
S_186.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_186.json
S_192.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_192.json
